Token	POS-Tag	OOV	Id	Index	Documento
da	ADP	0	16	5	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
se	SCONJ	0	16	6	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
com	ADP	0	16	7	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
um	DET	0	16	8	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
gringo	NOUN	1	16	9	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
que	PRON	0	16	10	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
me	PRON	0	16	11	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
chamou	VERB	0	16	12	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
pra	SCONJ	0	16	13	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
tomar	VERB	0	16	14	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
cafe	NOUN	0	16	15	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
cara	NOUN	0	16	16	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk	VERB	1	16	17	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
que	SCONJ	0	16	18	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
terror	NOUN	0	16	19	quase fui assaltada na praca da se com um gringo que me chamou pra tomar cafe cara kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk que terror
mds	NOUN	1	17	0	mds furtaram um cachorro aqui no meu bairro
furtaram	VERB	1	17	1	mds furtaram um cachorro aqui no meu bairro
um	DET	0	17	2	mds furtaram um cachorro aqui no meu bairro
cachorro	NOUN	0	17	3	mds furtaram um cachorro aqui no meu bairro
aqui	ADV	0	17	4	mds furtaram um cachorro aqui no meu bairro
no	ADP	0	17	5	mds furtaram um cachorro aqui no meu bairro
meu	DET	0	17	6	mds furtaram um cachorro aqui no meu bairro
bairro	NOUN	0	17	7	mds furtaram um cachorro aqui no meu bairro
videos	NOUN	1	18	0	videos mostram assaltos na praca de casa forte no recife g1
mostram	VERB	0	18	1	videos mostram assaltos na praca de casa forte no recife g1
assaltos	NOUN	1	18	2	videos mostram assaltos na praca de casa forte no recife g1
na	ADP	0	18	3	videos mostram assaltos na praca de casa forte no recife g1
praca	NOUN	1	18	4	videos mostram assaltos na praca de casa forte no recife g1
de	ADP	0	18	5	videos mostram assaltos na praca de casa forte no recife g1
casa	NOUN	0	18	6	videos mostram assaltos na praca de casa forte no recife g1
forte	ADJ	0	18	7	videos mostram assaltos na praca de casa forte no recife g1
no	ADP	0	18	8	videos mostram assaltos na praca de casa forte no recife g1
recife	PROPN	1	18	9	videos mostram assaltos na praca de casa forte no recife g1
g1	PROPN	1	18	10	videos mostram assaltos na praca de casa forte no recife g1
e	CCONJ	0	19	0	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
caso	NOUN	0	19	1	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
inusitado	ADJ	1	19	2	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
que	PRON	0	19	3	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
voces	NOUN	1	19	4	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
querem	VERB	0	19	5	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
a	DET	0	19	6	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
grama	NOUN	0	19	7	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
do	ADP	0	19	8	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
canteiro	NOUN	1	19	9	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
central	ADJ	0	19	10	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
da	ADP	0	19	11	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
principal	ADJ	0	19	12	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
avenida	NOUN	0	19	13	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
de	ADP	0	19	14	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
passo	NOUN	0	19	15	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
fundo	ADV	0	19	16	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
foi	AUX	0	19	17	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
furtada	VERB	1	19	18	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
na	ADP	0	19	19	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
reportagem	NOUN	0	19	20	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
foto	VERB	0	19	21	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
e	CCONJ	0	19	22	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
video	PROPN	0	19	23	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
gauchazh	PROPN	1	19	24	e caso inusitado que voces querem a grama do canteiro central da principal avenida de passo fundo foi furtada na reportagem foto e video gauchazh
segundo	ADP	0	20	0	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
a	DET	0	20	1	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
policia	NOUN	1	20	2	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
militar	ADJ	0	20	3	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
dois	NUM	0	20	4	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
assaltos	NOUN	1	20	5	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
foram	AUX	0	20	6	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
registrados	VERB	0	20	7	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
na	ADP	0	20	8	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
cidade	NOUN	0	20	9	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
nesta	ADP	0	20	10	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
segundafeira	NOUN	1	20	11	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
3	NUM	0	20	12	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
um	NUM	0	20	13	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
deles	PRON	0	20	14	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
foi	VERB	0	20	15	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
em	ADP	0	20	16	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
uma	DET	0	20	17	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
loja	NOUN	0	20	18	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
de	ADP	0	20	19	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
roupas	NOUN	0	20	20	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
na	ADP	0	20	21	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
avenida	NOUN	0	20	22	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
brasil	PROPN	1	20	23	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
leia	VERB	1	20	24	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
a	DET	0	20	25	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
noticia	NOUN	1	20	26	segundo a policia militar dois assaltos foram registrados na cidade nesta segundafeira 3 um deles foi em uma loja de roupas na avenida brasil leia a noticia na integra
